Id,Kode_Provinsi,Provinsi,Kabupaten_Kota,Jenis_Rumput_Laut,Tahun,Volume_Produksi_Ton,Nilai_Produksi_Rp_Juta,Total_Luas_Lahan_m2
372,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT COTTONII,2021,514,1502,64552159600
373,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT SPINOSUM,2021,176,619,64552159600
374,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT SPINOSUM,2021,52117,260588,64552159600
375,53,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT SPINOSUM,2021,62940,179380,64552159600
376,53,NUSA TENGGARA TIMUR,SUMBA BARAT,RUMPUT LAUT COTTONII,2021,5,17,64552159600
377,53,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT SPINOSUM,2021,3621,12674,64552159600
378,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT COTTONII,2021,65,131,64552159600
379,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT LAINNYA,2021,32204,80510,64552159600
380,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT SPINOSUM,2021,66,133,64552159600
381,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT COTTONII,2021,233,350,11799800
382,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT SPINOSUM,2021,335,335,11799800
383,94,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT COTTONII,2021,86,129,11799800
384,94,PAPUA,SUPIORI,RUMPUT LAUT COTTONII,2021,132,164,11799800
385,91,PAPUA BARAT,FAK FAK,RUMPUT LAUT COTTONII,2021,12,60,8367500
386,91,PAPUA BARAT,KAIMANA,RUMPUT LAUT COTTONII,2021,73,329,8367500
387,91,PAPUA BARAT,KAIMANA,RUMPUT LAUT SPINOSUM,2021,47,213,8367500
388,91,PAPUA BARAT,SORONG,RUMPUT LAUT SPINOSUM,2021,177,1595,8367500
389,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT COTTONII,2021,432,1513,8367500
390,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT SPINOSUM,2021,27,94,8367500
391,76,SULAWESI BARAT,MAMUJU,RUMPUT LAUT COTTONII,2021,9817,24544,2598413600
392,76,SULAWESI BARAT,MAMUJU,RUMPUT LAUT SPINOSUM,2021,45808,114521,2598413600
393,76,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT COTTONII,2021,6928,23305,2598413600
394,76,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT SPINOSUM,2021,14716,73581,2598413600
395,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT COTTONII,2021,47769,162620,40443944200
396,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT SPINOSUM,2021,38900,52368,40443944200
397,73,SULAWESI SELATAN,BARRU,RUMPUT LAUT COTTONII,2021,669,2613,40443944200
398,73,SULAWESI SELATAN,BONE,RUMPUT LAUT SPINOSUM,2021,195343,849975,40443944200
399,73,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT COTTONII,2021,110363,220726,40443944200
400,73,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT SPINOSUM,2021,110879,565485,40443944200
401,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT COTTONII,2021,239946,662105,40443944200
402,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT SPINOSUM,2021,14265,30690,40443944200
403,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT COTTONII,2021,304,1295,40443944200
404,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT SPINOSUM,2021,54,58,40443944200
405,73,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT SPINOSUM,2021,32302,131655,40443944200
406,73,SULAWESI SELATAN,LUWU,RUMPUT LAUT SPINOSUM,2021,291331,801161,40443944200
407,73,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT COTTONII,2021,140467,350848,40443944200
408,73,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT COTTONII,2021,39571,106648,40443944200
409,73,SULAWESI SELATAN,MAROS,RUMPUT LAUT SPINOSUM,2021,20,45,40443944200
410,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT COTTONII,2021,323800,809502,40443944200
411,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT SPINOSUM,2021,113040,84780,40443944200
412,73,SULAWESI SELATAN,PINRANG,RUMPUT LAUT SPINOSUM,2021,19373,72946,40443944200
413,73,SULAWESI SELATAN,SINJAI,RUMPUT LAUT SPINOSUM,2021,20466,21451,40443944200
414,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT COTTONII,2021,309753,1746972,40443944200
415,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT GRACILARIA,2021,22471,89885,40443944200
416,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT SPINOSUM,2021,195399,1032227,40443944200
417,73,SULAWESI SELATAN,WAJO,RUMPUT LAUT COTTONII,2021,436560,1849223,40443944200
418,72,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT COTTONII,2021,3625,14500,11267713300
419,72,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT COTTONII,2021,28356,105775,11267713300
420,72,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT COTTONII,2021,1652,11564,11267713300
421,72,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT SPINOSUM,2021,1551,7755,11267713300
422,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT COTTONII,2021,59129,118258,11267713300
423,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT SPINOSUM,2021,9385,16423,11267713300
424,72,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT COTTONII,2021,36,144,11267713300
425,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT COTTONII,2021,2046,8742,11267713300
426,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT SPINOSUM,2021,1308,2808,11267713300
427,72,SULAWESI TENGAH,POSO,RUMPUT LAUT COTTONII,2021,771,2313,11267713300
428,72,SULAWESI TENGAH,POSO,RUMPUT LAUT SPINOSUM,2021,619,1238,11267713300
429,72,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT SPINOSUM,2021,2316,6947,11267713300
430,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT COTTONII,2021,182,182,11267713300
431,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT SPINOSUM,2021,15,15,11267713300
432,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT COTTONII,2021,5809,29321,4581162500
433,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT SPINOSUM,2021,11648,20800,4581162500
434,74,SULAWESI TENGGARA,BUTON,RUMPUT LAUT SPINOSUM,2021,272,417,4581162500
435,74,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT COTTONII,2021,2286,6858,4581162500
436,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT COTTONII,2021,21232,76090,4581162500
437,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT SPINOSUM,2021,15419,26984,4581162500
438,74,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT COTTONII,2021,25383,63457,4581162500
439,74,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT COTTONII,2021,28142,90762,4581162500
440,74,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT COTTONII,2021,8429,28602,4581162500
441,74,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT COTTONII,2021,12,49,4581162500
442,74,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT COTTONII,2021,30814,154070,4581162500
443,74,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT SPINOSUM,2021,6474,32370,4581162500
444,74,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT SPINOSUM,2021,18235,54706,4581162500
445,74,SULAWESI TENGGARA,MUNA,RUMPUT LAUT COTTONII,2021,89323,207221,4581162500
446,74,SULAWESI TENGGARA,MUNA,RUMPUT LAUT SPINOSUM,2021,246,154,4581162500
447,74,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT SPINOSUM,2021,2739,3590,4581162500
448,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT COTTONII,2021,8586,30684,4581162500
449,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT SPINOSUM,2021,21693,25132,4581162500
450,71,SULAWESI UTARA,KEPULAUAN SANGIHE,RUMPUT LAUT SPINOSUM,2021,2,17,1951883500
451,71,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT SPINOSUM,2021,7,38,1951883500
452,71,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT SPINOSUM,2021,37,148,1951883500
453,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT COTTONII,2021,26398,105592,1951883500
454,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT SPINOSUM,2021,158151,599247,1951883500
455,51,BALI,BULELENG,RUMPUT LAUT,2022,61,122,40216000
456,51,BALI,KLUNGKUNG,RUMPUT LAUT,2022,11409,39328,40216000
457,51,BALI,KOTA DENPASAR,RUMPUT LAUT,2022,286,688,40216000
458,36,BANTEN,SERANG,RUMPUT LAUT,2022,13742,68713,60000000
459,31,DKI JAKARTA,ADM KEP SERIBU,RUMPUT LAUT,2022,2,15,45000
460,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT,2022,12145,72873,391400000
461,75,GORONTALO,PAHUWATO,RUMPUT LAUT,2022,2,11,391400000
462,33,JAWA TENGAH,JEPARA,RUMPUT LAUT,2022,24473,37913,1200000000
463,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT,2022,80,176,62363722000
464,35,JAWA TIMUR,PACITAN,RUMPUT LAUT,2022,14,59,62363722000
465,35,JAWA TIMUR,SITUBONDO,RUMPUT LAUT,2022,883,2483,62363722000
466,35,JAWA TIMUR,SUMENEP,RUMPUT LAUT,2022,644293,2502291,62363722000
467,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT,2022,44,1850,1690000
468,61,KALIMANTAN BARAT,KAYONG UTARA,RUMPUT LAUT,2022,36,83,1690000
469,64,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT,2022,325,1626,131784000
470,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT,2022,4184,14636,131784000
471,64,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT,2022,775,5425,131784000
472,64,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT,2022,110,446,131784000
473,65,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT,2022,201508,849899,12155520000
474,65,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT,2022,587458,1385908,12155520000
475,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT,2022,1625,2032,26000000
476,21,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT,2022,1595,1914,26000000
477,21,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT,2022,9,9,26000000
478,21,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT,2022,46,55,26000000
479,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT,2022,5455,10911,267000000
480,81,MALUKU,BURU,RUMPUT LAUT,2022,2,17,6893241000
481,81,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT,2022,43039,215196,6893241000
482,81,MALUKU,KEPULAUAN ARU,RUMPUT LAUT,2022,5668,16320,6893241000
483,81,MALUKU,KOTA AMBON,RUMPUT LAUT,2022,0,4,6893241000
484,81,MALUKU,KOTA TUAL,RUMPUT LAUT,2022,157412,1561271,6893241000
485,81,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT,2022,27013,82379,6893241000
486,81,MALUKU,MALUKU TENGGARA,RUMPUT LAUT,2022,34409,125243,6893241000
487,81,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT,2022,24,120,6893241000
488,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT,2022,107,269,6893241000
489,82,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT,2022,470,2822,454850000
490,82,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT,2022,58725,704700,454850000
491,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT,2022,818,7362,454850000
492,82,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT,2022,766,4598,454850000
493,82,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT,2022,32820,196920,454850000
494,82,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT,2022,963,5780,454850000
495,82,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT,2022,40510,243064,454850000
496,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT,2022,143974,575899,12807720000
497,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT,2022,3087,7851,12807720000
498,52,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT,2022,31512,94538,12807720000
499,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT,2022,23223,57590,12807720000
500,52,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT,2022,473185,2720814,12807720000
501,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT,2022,8017,39515,12807720000
502,53,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT,2022,2014,7050,6863010700
503,53,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT,2022,50977,178422,6863010700
504,53,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT,2022,1175123,4112933,6863010700
505,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT,2022,123,431,6863010700
506,53,NUSA TENGGARA TIMUR,MANGGARAI BARAT,RUMPUT LAUT,2022,137,480,6863010700
507,53,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT,2022,70,245,6863010700
508,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT,2022,163,571,6863010700
509,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT,2022,88027,379435,6863010700
510,53,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT,2022,53921,162205,6863010700
511,53,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT,2022,1330,4656,6863010700
512,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT,2022,31446,110061,6863010700
513,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT,2022,569,686,6654400
514,94,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT,2022,86,129,6654400
515,94,PAPUA,SUPIORI,RUMPUT LAUT,2022,132,164,6654400
516,91,PAPUA BARAT,FAK FAK,RUMPUT LAUT,2022,13,66,7727500
517,91,PAPUA BARAT,KAIMANA,RUMPUT LAUT,2022,94,425,7727500
518,91,PAPUA BARAT,SORONG,RUMPUT LAUT,2022,177,1595,7727500
519,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT,2022,461,1615,7727500
520,76,SULAWESI BARAT,MAMUJU,RUMPUT LAUT,2022,1868,9792,2498400000
521,76,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT,2022,9,77,2498400000
522,76,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT,2022,14446,86678,2498400000
523,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT,2022,89164,314032,40805418000
524,73,SULAWESI SELATAN,BARRU,RUMPUT LAUT,2022,949,5274,40805418000
525,73,SULAWESI SELATAN,BONE,RUMPUT LAUT,2022,200900,1406306,40805418000
526,73,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT,2022,188969,1069054,40805418000
527,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT,2022,245429,1593241,40805418000
528,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT,2022,381,1685,40805418000
529,73,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT,2022,32355,204752,40805418000
530,73,SULAWESI SELATAN,KOTA PARE PARE,RUMPUT LAUT,2022,7,47,40805418000
531,73,SULAWESI SELATAN,LUWU,RUMPUT LAUT,2022,312970,1808145,40805418000
532,73,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT,2022,145978,727015,40805418000
533,73,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT,2022,40956,135437,40805418000
534,73,SULAWESI SELATAN,MAROS,RUMPUT LAUT,2022,25,125,40805418000
535,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT,2022,396005,917527,40805418000
536,73,SULAWESI SELATAN,PINRANG,RUMPUT LAUT,2022,24405,97620,40805418000
537,73,SULAWESI SELATAN,SINJAI,RUMPUT LAUT,2022,25737,27543,40805418000
538,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT,2022,528504,3309534,40805418000
539,73,SULAWESI SELATAN,WAJO,RUMPUT LAUT,2022,439665,2313412,40805418000
540,72,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT,2022,350,2450,16318490000
541,72,SULAWESI TENGAH,BANGGAI KEPULAUAN,RUMPUT LAUT,2022,562677,5641565,16318490000
542,72,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT,2022,29003,72507,16318490000
543,72,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT,2022,2956,20692,16318490000
544,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT,2022,46050,281370,16318490000
545,72,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT,2022,78,704,16318490000
546,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT,2022,1591,7102,16318490000
547,72,SULAWESI TENGAH,POSO,RUMPUT LAUT,2022,1732,4563,16318490000
548,72,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT,2022,7029,21087,16318490000
549,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT,2022,25,38,16318490000
550,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT,2022,19305,120084,10721615100
551,74,SULAWESI TENGGARA,BUTON,RUMPUT LAUT,2022,3688,8030,10721615100
552,74,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT,2022,1919,5759,10721615100
553,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT,2022,28724,137060,10721615100
554,74,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT,2022,26277,71634,10721615100
555,74,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT,2022,28962,161233,10721615100
556,74,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT,2022,751,2999,10721615100
557,74,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT,2022,5,31,10721615100
558,74,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT,2022,37285,261001,10721615100
559,74,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT,2022,18400,55202,10721615100
560,74,SULAWESI TENGGARA,MUNA,RUMPUT LAUT,2022,112441,390101,10721615100
561,74,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT,2022,2734,46824,10721615100
562,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT,2022,32606,37541,10721615100
563,71,SULAWESI UTARA,KEPULAUAN SANGIHE,RUMPUT LAUT,2022,2,18,1952475000
564,71,SULAWESI UTARA,MINAHASA,RUMPUT LAUT,2022,1,5,1952475000
565,71,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT,2022,6,32,1952475000
566,71,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT,2022,37,151,1952475000
567,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT,2022,183283,700473,1952475000